PREUPR,49234.0,17234.0
VEZ,49337.0,15337.0
KASTIC,50159.0,13159.0
CHOLTI,49591.0,15591.0
NOVHOR,49415.0,18415.0
SMECNO,50113.0,14113.0
KOSHOR,49391.0,14391.0
SOBOTI,50011.0,17011.0
STRELA,49159.0,13159.0
JESENN,50394.0,15394.0
KOURIM,49598.0,14598.0
BUSTEH,50092.0,14092.0
MASTOV,50158.0,13158.0
POLAKY,50203.0,13203.0
BILPOL,50234.0,15234.0
HRANVL,49046.0,17046.0
PTENI,49306.0,16306.0
ZICHOV,49160.0,13160.0
SLAUJE,49012.0,16012.0
STRUKU,49086.0,15086.0
MALESO,49546.0,15546.0
CHOTOV,49287.0,14287.0
DUKOVA,49049.0,16049.0
NADEJK,49301.0,14301.0
PAVUPR,49283.0,17283.0
KOSETI,49334.0,15334.0
ZVIKOV,49573.0,13573.0
DREVOH,49257.0,17257.0
HABRY,49453.0,15453.0
PODNBE,49564.0,13564.0
SEDLAT,49115.0,15115.0
MSEC,50122.0,13122.0
ORLNVL,49307.0,14307.0
CHVALS,48507.0,14507.0
KNEZIC,50088.0,15088.0
MILULO,50325.0,13325.0
MSTISO,50401.0,13401.0
PASKOV,49438.0,18438.0
BILINA,50328.0,13328.0
ZIVUKA,49281.0,13281.0
CERHON,49251.0,14251.0
LCOVIC,49069.0,13069.0
STABLO,49527.0,17527.0
VILUKA,50179.0,13179.0
OHRADA,49024.0,14024.0
SPAPOR,49368.0,13368.0
NEUSTU,49368.0,14368.0
LIBA,50078.0,12078.0
NALHOR,49199.0,13199.0
NEJDZ,50191.0,12191.0
UDRC,50077.0,13077.0
HRAUMA,49449.0,15449.0
MCELY,50179.0,15179.0
STEZER,50127.0,15127.0
BUDEC,49051.0,15051.0
VLABRE,49050.0,13050.0
SLABCE,49599.0,13599.0
NEZOVI,49286.0,14286.0
VOTICE,49382.0,14382.0
BOROVA,48538.0,14538.0
DOLTES,49113.0,13113.0
OKROUH,49377.0,15377.0
LESHLU,49159.0,16159.0
TRMICE,50385.0,13385.0
STAVNA,49437.0,18437.0
TMAN,49542.0,14542.0
CESTIC,49100.0,13100.0
DRHOVL,49202.0,14202.0
DOLSTA,49128.0,13128.0
LOVOSI,50309.0,14309.0
BESTVI,49501.0,15501.0
ZALUZA,49324.0,14324.0
LUHULI,49488.0,13488.0
ZAMBER,50050.0,16050.0
SOUTIC,49437.0,15437.0
KYJVSL,49497.0,18497.0
OLEURA,50077.0,13077.0
BUDISO,49165.0,16165.0
BILLHO,49426.0,16426.0
KOSNC,49596.0,14596.0
CEKANI,49225.0,13225.0
TYNUJA,49207.0,13207.0
HAZLOV,50095.0,12095.0
KROMER,49180.0,17180.0
LIBEJO,49066.0,14066.0
VLASTE,49224.0,14224.0
STATEN,50085.0,14085.0
MELC,49509.0,17509.0
HOROSE,49308.0,14308.0
TLUNMO,49151.0,17151.0
SOBOTK,50282.0,15282.0
LIBLIC,50187.0,14187.0
MERUPR,49337.0,13337.0
PTYROV,50308.0,14308.0
CHOTER,49435.0,15435.0
DIVAKY,48594.0,16594.0
LIBEDI,50188.0,13188.0
BONREP,50145.0,14145.0
ZINKOV,49287.0,13287.0
TOVACO,49258.0,17258.0
TELC,49110.0,15110.0
KRESET,49546.0,15546.0
CAKOVI,50091.0,14091.0
PROSTI,49393.0,12393.0
DOLBRE,49577.0,14577.0
LIBECH,50245.0,14245.0
VEVERI,49122.0,16122.0
RATBOR,49586.0,15586.0
ROUNLA,50255.0,14255.0
CHRANC,49509.0,13509.0
PRIBYS,49344.0,15344.0
DOUBRA,49516.0,18516.0
STIPA,49164.0,17164.0
JABVPO,50458.0,14458.0
JAROME,49376.0,16376.0
RYCNKN,50099.0,16099.0
BUKOVA,49343.0,14343.0
DOLROZ,49285.0,16285.0
MIKUZN,48573.0,16573.0
JIMRAM,49382.0,16382.0
JINDRI,50151.0,17151.0
RIMOV,48513.0,14513.0
CERREC,49306.0,15306.0
DEFLAZ,49243.0,13243.0
TUCHOR,50027.0,14027.0
OSELCE,49260.0,13260.0
CERNBY,50201.0,15201.0
KOBYLA,50204.0,17204.0
TRNUPL,49514.0,13514.0
TUCUSO,49175.0,14175.0
LIBVOD,49225.0,15225.0
LIPNSA,49367.0,15367.0
KOLNLU,49151.0,14151.0
CERNIC,49363.0,15363.0
TUPADL,50267.0,14267.0
NEJEPI,49445.0,15445.0
JESNOD,49371.0,17371.0
KOVANI,50102.0,15102.0
VRCJAN,49403.0,14403.0
DOBRNY,50183.0,13183.0
HRUBSI,49055.0,16055.0
NOVJPR,49357.0,18357.0
VRBULO,50278.0,14278.0
NASAVR,49506.0,15506.0
SUDOVI,49471.0,14471.0
HORMOS,49247.0,17247.0
PISUSL,48577.0,15577.0
SEDUBL,49223.0,13223.0
NOVDUK,49583.0,15583.0
ZLEBY,49532.0,15532.0
BZENEC,48586.0,17586.0
TESANY,49023.0,16023.0
UJEUHO,49321.0,13321.0
ZBESIC,49235.0,14235.0
CERJAN,49501.0,15501.0
PARDUB,50024.0,15024.0
KOUNSA,49430.0,15430.0
CHUDEN,49281.0,13281.0
NAHOSI,49291.0,12291.0
CERNA,49253.0,15253.0
BRANLA,50112.0,14112.0
VESULI,49318.0,17318.0
PAVURY,49239.0,15239.0
BOLECH,49367.0,14367.0
ZBIROH,49514.0,13514.0
ZDECHO,50008.0,15008.0
CERPOR,49300.0,13300.0
VILULE,49412.0,15412.0
HORTER,49451.0,18451.0
NOVSTU,49431.0,15431.0
OREUUH,49019.0,17019.0
LITEN,49542.0,14542.0
MLAZOV,49188.0,13188.0
ZAMRSK,49593.0,16593.0
SKRUSJ,49387.0,14387.0
CELINA,49438.0,14438.0
BEZNO,50221.0,14221.0
CHVNHA,49191.0,17191.0
MYSLKO,49179.0,14179.0
CERHAT,50004.0,13004.0
KACINA,49588.0,15588.0
LEDNMZ,48481.0,16481.0
UHRUKR,49168.0,17168.0
OLTYNE,49253.0,14253.0
VELOPA,49366.0,16366.0
VYSUKO,49376.0,14376.0
JILEMN,50368.0,15368.0
JICINE,50224.0,15224.0
OBOUCH,50215.0,15215.0
RADNBO,49283.0,16283.0
VLCUJA,50206.0,17206.0
ZAKY,49532.0,15532.0
LANSKR,49547.0,16547.0
DOUNOR,50065.0,16065.0
NOVRYC,49229.0,15229.0
CHOTYC,49447.0,14447.0
ZAMZDA,49348.0,15348.0
LETOVI,49325.0,16325.0
NOVVUH,49455.0,15455.0
OBYTCE,49235.0,13235.0
DLOLUD,49431.0,14431.0
JINUMA,49177.0,13177.0
NALZOV,49419.0,14419.0
PUKLIC,49216.0,15216.0
PTENIN,49317.0,13317.0
SLEPAV,50186.0,17186.0
CECUBU,49350.0,13350.0
JAROSL,48455.0,16455.0
STRZHO,49226.0,15226.0
NAMNHA,49358.0,17358.0
LOMUTI,49242.0,16242.0
LUZUPR,49328.0,13328.0
RATICE,50248.0,16248.0
STSEHR,49346.0,14346.0
HLUSIC,50159.0,15159.0
LOMNPO,50319.0,15319.0
NOVBEN,50174.0,14174.0
HORAZD,49193.0,13193.0
KLOKOC,49484.0,15484.0
RADURO,49513.0,13513.0
LOCHOV,49511.0,13511.0
STEKNI,50194.0,13194.0
TAZOVI,49139.0,13139.0
SVIHLN,49535.0,13535.0
VEVERB,49082.0,16082.0
KOMUHO,49485.0,13485.0
GOLJEN,49489.0,15489.0
JIRNY,50070.0,14070.0
KLOUBR,48598.0,16598.0
KRNSKO,50227.0,14227.0
BYCHOR,50038.0,15038.0
VETJEN,49285.0,15285.0
NEZNHA,49196.0,17196.0
BELPBE,50300.0,14300.0
BREURO,49488.0,13488.0
OBRIST,50177.0,14177.0
UHEBRO,49019.0,17019.0
KUPARO,49025.0,16025.0
KLUUCA,49544.0,15544.0
PUCLIC,49333.0,13333.0
STOKY,49301.0,15301.0
JESENE,49367.0,16367.0
PELHRI,49258.0,15258.0
VLASAT,48559.0,16559.0
JEVICK,49378.0,16378.0
LINHAR,50083.0,17083.0
HUSNBE,49317.0,17317.0
SLAVIC,49053.0,17053.0
VSEMYS,49138.0,14138.0
NOVMNM,50206.0,16206.0
CHREST,49192.0,14192.0
DOLBEN,49550.0,18550.0
BUDNOH,50242.0,14242.0
BRAUTU,49182.0,14182.0
ROCHLO,49438.0,13438.0
ROZTOK,49597.0,13597.0
BREUCH,50222.0,13222.0
BUDISL,49177.0,14177.0
CERHUJ,50307.0,13307.0
LNAREZ,49270.0,13270.0
HRUBCI,49267.0,17267.0
VELBUK,50438.0,14438.0
DOLKU,49394.0,15394.0
BYSNUH,49183.0,13183.0
KLANOH,50230.0,13230.0
POZDEC,49134.0,17134.0
JERICE,50204.0,15204.0
KRUKAN,49505.0,13505.0
STEMPL,49588.0,17588.0
CEJKOV,48543.0,16543.0
SLOVCE,50443.0,14443.0
KUNNMO,49300.0,16300.0
BLAHOT,50142.0,14142.0
UHEOST,48591.0,17591.0
VRSULO,50218.0,13218.0
PLUZDA,49135.0,14135.0
ZEHUSI,49579.0,15579.0
KRAVSK,48553.0,15553.0
OSTULE,49414.0,15414.0
DOLLUK,49360.0,13360.0
KONARO,50023.0,15023.0
BRANOR,50001.0,16001.0
BUDISK,49045.0,15045.0
BZIUDO,49109.0,14109.0
DOLBER,50235.0,14235.0
LIBOCY,50338.0,14338.0
SUCUKU,49572.0,15572.0
PROSTE,49283.0,17283.0
DALIME,50359.0,15359.0
LICKOV,50166.0,13166.0
KRIZAN,49235.0,16235.0
KLECUV,49137.0,17137.0
RATHOR,49278.0,14278.0
HORDUN,48569.0,16569.0
LUKAVI,49534.0,15534.0
VRAUBR,49504.0,13504.0
VINURA,50183.0,13183.0
KAMLU,49303.0,14303.0
KRADVU,50151.0,13151.0
ZLIN,49135.0,17135.0
CHLNCI,50095.0,15095.0
STAMPO,48597.0,15597.0
PRIUPR,49336.0,13336.0
MECIN,49289.0,13289.0
TRPIST,49493.0,13493.0
DOUUVO,49106.0,13106.0
VREUPR,49241.0,17241.0
OKRISK,49145.0,15145.0
ROZSOC,49405.0,15405.0
KYNZVT,50002.0,12002.0
KALEK,50345.0,13345.0
RYBNIC,48470.0,16470.0
KOVUKO,49188.0,17188.0
STECHO,49154.0,13154.0
ZDIKOV,49049.0,13049.0
SOBCIC,50223.0,15223.0
CESRUD,49039.0,15039.0
PRISEK,49203.0,15203.0
TACHOV,49476.0,12476.0
BATELO,49188.0,15188.0
LISTAN,49497.0,13497.0
VELVIS,49502.0,13502.0
VISNOV,48588.0,16588.0
VLKYS,49429.0,13429.0
JINHRA,49084.0,15084.0
DOLOPL,49211.0,17211.0
HRANMO,49519.0,17519.0
HORBER,50215.0,14215.0
KRCHLE,49442.0,14442.0
PLANIC,49233.0,13233.0
DOUUNE,48561.0,14561.0
SLAVCE,50189.0,14189.0
SVOUKO,50002.0,15002.0
PRENLA,50095.0,14095.0
HLUBOS,49448.0,14448.0
STEBOR,49561.0,17561.0
VRAUPI,49226.0,14226.0
STAHLA,49406.0,13406.0
STEKEN,49160.0,14160.0
CECPKO,49328.0,17328.0
MELNIK,50210.0,14210.0
DRIUKR,49175.0,17175.0
LOUPBL,49381.0,14381.0
NEKMIR,49513.0,13513.0
ZAHUPE,49332.0,14332.0
KACOV,49466.0,15466.0
PANBRE,50129.0,14129.0
ROPICE,49423.0,18423.0
LIPNBE,49313.0,17313.0
PRUHON,49599.0,14599.0
DOKSAN,50273.0,14273.0
MORTRE,49454.0,16454.0
CESKRU,48487.0,14487.0
HORCER,49190.0,15190.0
KACUKY,50089.0,12089.0
VIMPER,49032.0,13032.0
POSTOL,50216.0,13216.0
BRECLA,48455.0,16455.0
JINVKR,50168.0,12168.0
MARLAZ,50015.0,12015.0
KOLEC,50118.0,14118.0
VELZER,50323.0,14323.0
KRASON,49069.0,15069.0
VALUHR,49088.0,16088.0
DLOUHO,50044.0,16044.0
KANUDO,49286.0,13286.0
BENNPL,50444.0,14444.0
DRAZIC,49182.0,14182.0
DECIN,50469.0,14469.0
CERBUD,49524.0,14524.0
KNOVIC,49413.0,14413.0
RABSTE,50026.0,13026.0
MEZIME,50376.0,16376.0
ENCOVA,50316.0,14316.0
NETOLI,49035.0,14035.0
POPELI,49126.0,15126.0
TREBNI,49389.0,14389.0
TISUTA,49459.0,12459.0
MALONI,49174.0,13174.0
SKAUTE,50343.0,16343.0
VLASTV,49438.0,15438.0
KRTINY,49178.0,16178.0
RADIC,49428.0,14428.0
OSEURO,49467.0,13467.0
RECICE,49083.0,15083.0
BRANTI,50036.0,17036.0
PLAUMA,49521.0,12521.0
VELLOS,50014.0,17014.0
VODUTA,49279.0,14279.0
DOLCAS,50098.0,12098.0
HERALE,49318.0,15318.0
BLUDCE,49464.0,18464.0
MYSTEV,50187.0,15187.0
OLOVNI,50141.0,14141.0
CERHUB,49564.0,15564.0
MACICE,49136.0,13136.0
LOUCEN,50171.0,15171.0
KALEC,50012.0,13012.0
PETRKO,49341.0,15341.0
RACICE,49165.0,16165.0
HLUCHO,49325.0,16325.0
LITOHO,49041.0,15041.0
FRYDEK,49411.0,18411.0
KRAVSL,49557.0,17557.0
BOLATI,49571.0,18571.0
DUBUPR,49064.0,14064.0
CHOCCE,49329.0,13329.0
SANNJE,48497.0,16497.0
VRANY,50195.0,14195.0
VELHER,49585.0,17585.0
JINCE,49473.0,13473.0
LUKUPA,49339.0,14339.0
SEDLCA,49394.0,14394.0
CHOUDO,49565.0,14565.0
MILINO,49141.0,13141.0
CERNIK,50113.0,16113.0
SMOLKO,49542.0,18542.0
CHOUBL,49303.0,13303.0
VSETIN,49205.0,17205.0
DOBREN,50091.0,15091.0
JAVORN,50233.0,17233.0
VESNUH,49209.0,13209.0
KOCIAN,50042.0,17042.0
NECTIN,49575.0,13575.0
JICIN,50261.0,15261.0
OPARAN,49236.0,14236.0
LUKNJI,49222.0,15222.0
HLUCIN,49537.0,18537.0
HORNSA,49439.0,15439.0
SILHER,49555.0,18555.0
CIRUKO,49547.0,15547.0
TATENI,49520.0,16520.0
CERLHO,49171.0,15171.0
VYSUPR,49381.0,13381.0
BARCHO,50121.0,15121.0
KRETIN,49337.0,16337.0
LIBOUN,49381.0,14381.0
SKAUZN,48579.0,16579.0
UHOLIC,50096.0,14096.0
VEZKY,49171.0,17171.0
ZAHUCE,50381.0,14381.0
KOZEL,49402.0,13402.0
VELBYS,49356.0,17356.0
HRAUSU,49156.0,13156.0
LOJOVI,49538.0,14538.0
SUMPER,49577.0,16577.0
VESNMO,48572.0,17572.0
DOBROM,49215.0,17215.0
LAZUDO,49217.0,13217.0
TRHANO,49253.0,12253.0
SVOJSI,49459.0,12459.0
HORIN,50208.0,14208.0
USOV,49479.0,17479.0
SKLENO,49373.0,18373.0
JETRIC,49330.0,14330.0
LANY,50074.0,13074.0
PLUMLO,49278.0,17278.0
STRILK,49085.0,17085.0
CERHEN,50042.0,15042.0
SMILKO,49360.0,14360.0
UDLICE,50263.0,13263.0
PETIPS,50191.0,13191.0
BECHYN,49174.0,14174.0
STEDRA,50034.0,13034.0
ZACLER,50389.0,15389.0
LESUTA,49451.0,12451.0
CASUTA,49454.0,12454.0
CHOMUT,50275.0,13275.0
NAVOJN,49064.0,18064.0
NOVHU,49511.0,16511.0
SOKOLN,49070.0,16070.0
DOLPRI,50143.0,15143.0
KARVIN,49512.0,18512.0
KOREN,49511.0,12511.0
UMONIN,49533.0,15533.0
RADUN,49534.0,17534.0
BORANO,50109.0,14109.0
SEMIN,50033.0,15033.0
MESUPR,50117.0,14117.0
JESUBR,49158.0,15158.0
RAKOVI,49281.0,14281.0
KOUNSU,49244.0,13244.0
STAHRA,50232.0,15232.0
MOSTOV,50068.0,12068.0
DOBRIS,49468.0,14468.0
LIBNDO,49447.0,15447.0
CRVLHO,49147.0,14147.0
JARNRO,49054.0,15054.0
RADUML,49306.0,14306.0
RATMER,49386.0,14386.0
DOBRIC,49555.0,14555.0
KUKS,50238.0,15238.0
CVRUPO,48596.0,16596.0
OHNIST,50188.0,15188.0
PACOV,49285.0,15285.0
BEHARO,49205.0,13205.0
PETUSU,49133.0,13133.0
VELTRU,50166.0,14166.0
SEBETO,49328.0,16328.0
MALUCH,49462.0,15462.0
HOJESI,49487.0,15487.0
STVOLI,50379.0,14379.0
NESOVI,49091.0,17091.0
POTSTE,50049.0,16049.0
CKYNE,49069.0,13069.0
UJENMZ,49473.0,13473.0
OSTUBO,49461.0,15461.0
PATULO,50229.0,13229.0
NSVETL,49020.0,17020.0
CESTIN,49489.0,15489.0
SOSNOV,49599.0,17599.0
STRNNE,49041.0,14041.0
ZALSI,49131.0,14131.0
HROTYN,49574.0,15574.0
PRIVOZ,49299.0,13299.0
KOPIDL,50198.0,15198.0
DESENI,49164.0,13164.0
TUPUCA,49520.0,15520.0
BREZNI,49334.0,13334.0
LEDNMJ,48480.0,16480.0
KLIMKO,49471.0,18471.0
LIBERE,50460.0,15460.0
HRANEC,50134.0,15134.0
PRAUJE,49548.0,13548.0
TOCHOV,49356.0,13356.0
USOBI,49310.0,15310.0
ZIHLE,50026.0,13026.0
BILOVE,49453.0,18453.0
KOUNIC,50065.0,14065.0
CESKAM,50478.0,14478.0
MITROV,49264.0,16264.0
PACLAV,49154.0,17154.0
JISTEB,49287.0,14287.0
SVETEC,50346.0,13346.0
DOBREJ,49589.0,14589.0
SNEDOV,50301.0,14301.0
HOSPOZ,50183.0,14183.0
KRANMO,49358.0,16358.0
VELVES,50161.0,13161.0
NOVDUO,49560.0,17560.0
JAMUJI,49258.0,15258.0
TREUDI,49466.0,14466.0
VOJUVO,49391.0,14391.0
HNOJNI,49409.0,18409.0
LANZHO,48435.0,16435.0
LEMBK,50466.0,14466.0
STRNMO,48545.0,17545.0
MIROSL,48569.0,16569.0
LIBLIN,49550.0,13550.0
MIROSV,49413.0,13413.0
STASM,49315.0,13315.0
VYSUSL,49485.0,17485.0
DOLADR,50372.0,16372.0
DOMSNI,50235.0,15235.0
CETECH,49105.0,17105.0
CHUDOB,49412.0,17412.0
TRITIM,49116.0,14116.0
MESETI,49350.0,14350.0
LESONI,49065.0,15065.0
MORICE,49197.0,17197.0
STARKO,50320.0,16320.0
KONICE,49353.0,16353.0
VINUDO,50226.0,14226.0
TECHOB,49307.0,14307.0
LUHACO,49057.0,17057.0
NOVMNE,49336.0,16336.0
MESRUD,50122.0,17122.0
PAVSTU,49452.0,12452.0
CITOLI,50196.0,13196.0
BEDUJA,50488.0,15488.0
SOKOLO,50103.0,12103.0
KVAUKV,49346.0,15346.0
ROZUPR,50095.0,14095.0
VESUMI,49233.0,14233.0
BYSPHO,49240.0,17240.0
MLAVOZ,49321.0,14321.0
FULNEK,49427.0,17427.0
KRNPRE,50053.0,17053.0
VARVAZ,49262.0,14262.0
CHOCER,49520.0,14520.0
KRATON,50101.0,15101.0
NEVEKL,49456.0,14456.0
STIRIN,49549.0,14549.0
NOVHVE,49116.0,17116.0
PROUPO,49266.0,15266.0
MOKROS,49165.0,13165.0
BEZULI,49441.0,15441.0
CITOV,50224.0,14224.0
POLE,49248.0,13248.0
VOJNIC,49136.0,13136.0
CHLUMI,50174.0,14174.0
SMOLOT,49372.0,14372.0
JEVISO,48594.0,15594.0
LOBKOV,50151.0,14151.0
BROCNO,50285.0,14285.0
PODEBR,50084.0,15084.0
NEPOMY,50131.0,13131.0
SMIDAR,50175.0,15175.0
BRLUDR,49196.0,14196.0
SLONCI,50153.0,15153.0
CHOCEN,49598.0,16598.0
SKYTAL,50116.0,13116.0
OTIUTO,49268.0,13268.0
MIROSE,50302.0,13302.0
RADUSY,50375.0,15375.0
ZANDOV,49514.0,15514.0
VELHOS,49559.0,17559.0
MOSTKY,48433.0,14433.0
CECHTI,49375.0,15375.0
BUKUPR,49453.0,14453.0
BORUBO,49348.0,16348.0
CESLIP,50410.0,14410.0
NELAHO,50156.0,14156.0
STAKES,49162.0,14162.0
STREZI,49319.0,14319.0
LISUOS,50201.0,15201.0
PRCICE,49346.0,14346.0
DESTNE,49536.0,17536.0
BYSICE,50185.0,14185.0
HABROV,49137.0,16137.0
BREZOL,49072.0,17072.0
HERMES,49566.0,15566.0
UNHOST,50050.0,14050.0
NEBILO,49377.0,13377.0
PODUJI,50257.0,15257.0
STRUBO,49472.0,14472.0
OSLAVA,49076.0,16076.0
CIZKCE,50291.0,14291.0
SVIJAN,50344.0,15344.0
CHOPLA,49534.0,12534.0
HANOVI,49408.0,17408.0
LYSNLA,50122.0,14122.0
LZIN,49137.0,14137.0
SKVORE,49241.0,13241.0
DOUUKA,50126.0,12126.0
DALECI,49355.0,16355.0
HORLUB,50157.0,12157.0
DETENI,50221.0,15221.0
HOSTLV,49212.0,17212.0
HRABES,49511.0,15511.0
BLAUCH,50307.0,13307.0
BROUPR,49222.0,17222.0
KYJOV,49005.0,17005.0
ROZDAL,50185.0,15185.0
HORINE,50185.0,15185.0
VRCHLA,50376.0,15376.0
ZAKUPY,50412.0,14412.0
MORAVE,49264.0,16264.0
JINOSO,49136.0,16136.0
TAVIKO,49019.0,16019.0
HOSULI,49124.0,17124.0
PRAVON,49381.0,14381.0
KUNIN,49386.0,17386.0
VYSVES,50199.0,15199.0
CESBEL,49385.0,15385.0
STRPRA,50423.0,14423.0
BLATNA,49253.0,13253.0
JILUDE,50455.0,14455.0
BISUJE,49388.0,16388.0
TREST,49176.0,15176.0
BOROHR,50059.0,16059.0
BRNANY,50287.0,14287.0
HORTOS,49415.0,18415.0
ZBENIC,49355.0,14355.0
ROZTEZ,49542.0,15542.0
SKAUHR,49311.0,17311.0
JABNVL,49468.0,14468.0
ZAMPAC,50022.0,16022.0
HAJANY,49067.0,16067.0
HOSUHO,49335.0,12335.0
PLAVEC,48556.0,16556.0
TROUBS,49102.0,16102.0
OBLAJO,49264.0,14264.0
VLCUTR,50335.0,15335.0
BOHDAL,49128.0,17128.0
HORLIB,50422.0,14422.0
OSTUJE,48529.0,14529.0
ZAHRAD,49524.0,16524.0
OSELIN,49463.0,12463.0
ROKUPR,49280.0,17280.0
VELMEZ,49214.0,16214.0
VRADYJ,48535.0,15535.0
POLUJE,48579.0,15579.0
VESTRE,50308.0,15308.0
HORNJI,50195.0,14195.0
UHROV,49486.0,15486.0
LUSTEN,50192.0,14192.0
MNIPBR,49521.0,14521.0
TUCHRI,50170.0,13170.0
NEMYSL,49308.0,14308.0
DIVHRA,50147.0,17147.0
KRINEC,50161.0,15161.0
ZDANIC,49038.0,17038.0
ZAHULI,50319.0,14319.0
VLKAVA,50164.0,14164.0
ZRUNSA,49446.0,15446.0
POHLED,49361.0,15361.0
TEPTIN,49538.0,14538.0
NOVVCE,49144.0,15144.0
TRSICE,49326.0,17326.0
DYMOKU,50147.0,15147.0
TREBES,49557.0,15557.0
ZISOV,49541.0,15541.0
SEC,49507.0,15507.0
MIRKNI,48587.0,16587.0
PLOSKO,50335.0,14335.0
STUDEN,49112.0,15112.0
HOSTIM,49011.0,15011.0
HRUSKA,50327.0,15327.0
ZITENI,50332.0,14332.0
FRYDLA,50548.0,15548.0
LAZOVI,49508.0,14508.0
TEPNME,50357.0,16357.0
VICEME,49207.0,17207.0
BROUMO,49378.0,14378.0
ZVOLVS,50138.0,14138.0
VALTIA,48450.0,16450.0
ZABNMO,49529.0,16529.0
NEZDEN,49013.0,17013.0
TRENDO,49519.0,15519.0
TETUBE,49242.0,13242.0
HODKOV,49470.0,15470.0
RUDNMO,49585.0,16585.0
ZDOUNK,49138.0,17138.0
DOLZIV,49538.0,17538.0
MOCHTI,49216.0,13216.0
KRANBE,49288.0,17288.0
PYSELY,49526.0,14526.0
KOSMON,50264.0,14264.0
NOVLHO,49532.0,15532.0
PETROH,50075.0,13075.0
ZBOROV,49148.0,17148.0
DIVNIC,49050.0,17050.0
SKVORC,50027.0,14027.0
ZIHOBC,49128.0,13128.0
OSTRED,49499.0,14499.0
SPALOV,49422.0,17422.0
DOBRVI,50220.0,14220.0
KAMNLI,49180.0,15180.0
PODURO,49562.0,15562.0
LITENC,49120.0,17120.0
CHROPY,49214.0,17214.0
DACICE,49047.0,15047.0
RAJNSV,49245.0,16245.0
VOHANC,49193.0,16193.0
CHRIC,49584.0,13584.0
